0,76
1,8
2,39
3,34
4,79
5,153
6,209
7,271
8,386
9,482
10,651
11,827
12,970
13,1171
14,1262
15,1391
16,1551
17,1479
18,1148
19,1046
20,901
21,760
22,593
23,541
24,482
25,426
26,377
27,329
28,485
29,243
30,218
31,190
32,159
33,149
34,108
35,130
36,122
37,165
38,99
39,63
40,43
41,35
42,34
43,19
44,10
45,7
46,8
47,3
48,3
49,1
51,1
